,EMPLOYERNAME,CALENDARYEAR,EMPLOYMENTSTATUS,GEOGRAPHY,LOCATION,OCCGROUP,ALLCOUNT,ALLMENCOUNT,ALLWOMENCOUNT,ABORIGALLCOUNT,PWDALLCOUNT,VISMINALLCOUNT
146570,"MUFG Bank, Ltd., Canada Branch",2016,Part-Time,Provincial,Ontario,Overall,1,0,1,0,0,1
146667,Mullen Trucking Corp.,2016,Full-Time,Provincial,Alberta,Overall,88,70,18,2,3,1
146725,Mullen Trucking Corp.,2016,Part-Time,Provincial,Alberta,Overall,5,2,3,0,0,0
146771,Multiboard Communications Inc.,2016,Full-Time,Provincial,Ontario,Overall,96,67,29,6,11,7
146842,Multiboard Communications Inc.,2016,Part-Time,Provincial,Ontario,Overall,14,8,6,0,5,1
146939,My Broadcasting Corporation,2016,Full-Time,Provincial,Ontario,Overall,109,59,50,5,8,2
146989,My Broadcasting Corporation,2016,Part-Time,Provincial,Ontario,Overall,14,11,3,1,2,0
147055,National Arts Centre Corporation,2016,Full-Time,Provincial,Ontario,Overall,231,123,108,4,6,24
147137,National Arts Centre Corporation,2016,Part-Time,Provincial,Ontario,Overall,226,122,104,6,5,49
147219,National Capital Commission,2016,Full-Time,Provincial,Ontario,Overall,316,162,154,10,16,25
147330,National Capital Commission,2016,Part-Time,Provincial,Ontario,Overall,3,1,2,0,0,0
147385,National Gallery of Canada,2016,Full-Time,Provincial,Ontario,Overall,236,95,141,10,11,12
147435,National Gallery of Canada,2016,Part-Time,Provincial,Ontario,Overall,9,1,8,0,1,0
147493,National Museum of Science and Technology / Musée national des sciences et de la technologie,2016,Full-Time,Provincial,Ontario,Overall,153,69,84,6,3,4
147559,National Museum of Science and Technology / Musée national des sciences et de la technologie,2016,Part-Time,Provincial,Ontario,Overall,28,10,18,0,1,1
147613,National Museum of Science and Technology / Musée national des sciences et de la technologie,2016,Temporary,Provincial,Ontario,Overall,98,40,58,1,5,10
147691,NAV Canada,2016,Full-Time,Provincial,Ontario,Overall,1989,1456,533,36,42,241
147736,NAV Canada,2016,Full-Time,Provincial,Québec,Overall,509,421,88,4,4,14
147765,NAV Canada,2016,Full-Time,Provincial,New Brunswick,Overall,239,204,35,3,2,5
147786,NAV Canada,2016,Full-Time,Provincial,Manitoba,Overall,343,299,44,13,10,15
147811,NAV Canada,2016,Full-Time,Provincial,British Columbia,Overall,569,469,100,13,12,68
147840,NAV Canada,2016,Full-Time,Provincial,Alberta,Overall,518,418,100,15,15,41
147869,NAV Canada,2016,Full-Time,Provincial,Newfoundland and Labrador,Overall,320,254,66,14,4,3
148056,NAV Canada,2016,Part-Time,Provincial,Ontario,Overall,2,1,1,0,1,0
148065,NAV Canada,2016,Part-Time,Provincial,Québec,Overall,1,0,1,0,0,0
148070,NAV Canada,2016,Part-Time,Provincial,Alberta,Overall,2,0,2,0,1,0
148075,NAV Canada,2016,Part-Time,Provincial,Newfoundland and Labrador,Overall,1,1,0,0,0,0
148155,New Hope Transport Ltd.,2016,Full-Time,Provincial,Manitoba,Overall,116,110,6,5,0,21
148242,New Hope Transport Ltd.,2016,Part-Time,Provincial,Manitoba,Overall,6,6,0,0,0,1
148301,New United Goderich Inc.,2016,Full-Time,Provincial,Ontario,Overall,106,86,20,3,4,14
148355,New United Goderich Inc.,2016,Part-Time,Provincial,Ontario,Overall,1,1,0,0,0,0
148405,"New-Life Mills, a Division of Parrish & Heimbecker, Limited",2016,Full-Time,Provincial,Ontario,Overall,143,116,27,0,1,2
148467,"New-Life Mills, a Division of Parrish & Heimbecker, Limited",2016,Part-Time,Provincial,Ontario,Overall,14,7,7,0,0,0
148533,Nordion (Canada) Inc.,2016,Full-Time,Provincial,Ontario,Overall,292,185,107,2,5,23
148587,Nordion (Canada) Inc.,2016,Part-Time,Provincial,Ontario,Overall,2,1,1,0,2,0
148633,Normandin Transit Inc.,2016,Full-Time,Provincial,Québec,Overall,549,483,66,4,9,8
148683,Normandin Transit Inc.,2016,Part-Time,Provincial,Québec,Overall,38,36,2,0,0,0
148725,North Cariboo Flying Services Ltd.,2016,Full-Time,Provincial,Alberta,Overall,106,80,26,0,2,14
148804,North Cariboo Flying Services Ltd.,2016,Part-Time,Provincial,Alberta,Overall,26,20,6,0,0,6
148851,Northern Transportation Company Limited,2016,Full-Time,Provincial,Northwest Territories,Overall,12,10,2,7,0,1
148913,Northumberland Ferries Limited,2016,Full-Time,Provincial,Prince Edward Island,Overall,135,88,47,3,8,3
149003,Northwestel Inc.,2016,Full-Time,Provincial,Yukon,Overall,297,187,110,19,9,39
149044,Northwestel Inc.,2016,Full-Time,Provincial,Northwest Territories,Overall,150,112,38,10,7,29
149106,Northwestel Inc.,2016,Part-Time,Provincial,Yukon,Overall,21,10,11,2,1,2
149127,Northwestel Inc.,2016,Part-Time,Provincial,Northwest Territories,Overall,7,6,1,4,0,0
149165,Nuclear Waste Management Organization,2016,Full-Time,Provincial,Ontario,Overall,119,69,50,4,1,34
149272,Oceanex Inc.,2016,Full-Time,Provincial,Québec,Overall,119,85,34,1,0,9
149313,Oceanex Inc.,2016,Full-Time,Provincial,Newfoundland and Labrador,Overall,90,61,29,0,0,0
149404,Oceanex Inc.,2016,Part-Time,Provincial,Québec,Overall,1,0,1,0,0,0
149409,Oceanex Inc.,2016,Part-Time,Provincial,Newfoundland and Labrador,Overall,2,2,0,0,0,0
149448,Office d'investissement des régimes de pensions du secteur public,2016,Full-Time,Provincial,Québec,Overall,657,411,246,3,8,106
149519,Office d'investissement des régimes de pensions du secteur public,2016,Part-Time,Provincial,Québec,Overall,5,1,4,0,1,0
149602,Ontario Power Generation,2016,Full-Time,Provincial,Ontario,Overall,9348,7251,2097,140,152,1301
149733,Ontario Power Generation,2016,Part-Time,Provincial,Ontario,Overall,12,2,10,0,0,2
149812,OpsMobil,2016,Full-Time,Provincial,Alberta,Overall,145,113,32,5,0,3
149902,ORANO Canada Inc.,2016,Full-Time,Provincial,Saskatchewan,Overall,428,320,108,145,4,22
149964,ORANO Canada Inc.,2016,Part-Time,Provincial,Saskatchewan,Overall,5,3,2,0,2,1
150030,Ottawa Macdonald-Cartier International Airport Authority,2016,Full-Time,Provincial,Ontario,Overall,169,131,38,2,2,8
150132,"P&H Milling Group, a division of Parrish & Heimbecker, Ltd.",2016,Full-Time,Provincial,Ontario,Overall,267,205,62,2,4,5
150194,"P&H Milling Group, a division of Parrish & Heimbecker, Ltd.",2016,Part-Time,Provincial,Ontario,Overall,8,5,3,0,1,0
150248,Pacific Coastal Airlines Ltd.,2016,Full-Time,Provincial,British Columbia,Overall,229,155,74,7,5,43
150359,Pacific Coastal Airlines Ltd.,2016,Part-Time,Provincial,British Columbia,Overall,91,46,45,9,1,17
150434,Pacific Western Transportation Ltd.,2016,Full-Time,Provincial,Ontario,Overall,88,72,16,0,0,1
150513,Pacific Western Transportation Ltd.,2016,Part-Time,Provincial,Ontario,Overall,23,22,1,0,0,0
150576,Papineau Int. S.E.C. (Transport Papineau International),2016,Full-Time,Provincial,Québec,Overall,125,105,20,0,1,3
150659,Papineau Int. S.E.C. (Transport Papineau International),2016,Part-Time,Provincial,Québec,Overall,6,5,1,0,0,0
150730,"Parrish & Heimbecker, Limited",2016,Full-Time,Provincial,Ontario,Overall,152,118,34,5,4,6
150775,"Parrish & Heimbecker, Limited",2016,Full-Time,Provincial,Manitoba,Overall,141,83,58,4,3,13
150816,"Parrish & Heimbecker, Limited",2016,Full-Time,Provincial,Saskatchewan,Overall,185,135,50,5,2,16
150927,"Parrish & Heimbecker, Limited",2016,Part-Time,Provincial,Ontario,Overall,12,9,3,0,1,0
150940,"Parrish & Heimbecker, Limited",2016,Part-Time,Provincial,Manitoba,Overall,7,2,5,0,0,1
150961,"Parrish & Heimbecker, Limited",2016,Part-Time,Provincial,Saskatchewan,Overall,10,6,4,0,0,0
151032,Paterson GlobalFoods Inc.,2016,Full-Time,Provincial,Manitoba,Overall,234,161,73,17,7,22
151119,Paterson GlobalFoods Inc.,2016,Part-Time,Provincial,Manitoba,Overall,4,2,2,0,0,0
151169,Paul's Hauling Ltd.,2016,Full-Time,Provincial,Manitoba,Overall,187,163,24,12,3,11
151256,Paul's Hauling Ltd.,2016,Part-Time,Provincial,Manitoba,Overall,11,7,4,1,0,0
151327,Pe Ben Oilfield Services L.P.,2016,Full-Time,Provincial,Alberta,Overall,51,45,6,1,1,2
151410,Pelmorex Corp.,2016,Full-Time,Provincial,Ontario,Overall,282,150,132,1,6,66
151443,Pelmorex Corp.,2016,Full-Time,Provincial,Québec,Overall,39,24,15,0,1,7
151539,Pelmorex Corp.,2016,Part-Time,Provincial,Ontario,Overall,64,45,19,1,1,18
151560,Pelmorex Corp.,2016,Part-Time,Provincial,Québec,Overall,27,17,10,0,0,1
151652,Pembina Pipeline Corporation,2016,Full-Time,Provincial,Alberta,Overall,1268,911,357,55,14,125
151764,Pembina Pipeline Corporation,2016,Part-Time,Provincial,Alberta,Overall,11,1,10,0,0,4
151836,Penske Logistics LLC,2016,Full-Time,Provincial,Ontario,Overall,813,716,97,10,12,56
151890,Penske Logistics LLC,2016,Part-Time,Provincial,Ontario,Overall,7,5,2,0,0,1
151956,Perimeter Aviation LP,2016,Full-Time,Provincial,Manitoba,Overall,434,335,99,100,19,66
152095,Perimeter Aviation LP,2016,Part-Time,Provincial,Manitoba,Overall,48,34,14,24,4,9
152202,Pole Star Transport Incorporated,2016,Full-Time,Provincial,Nova Scotia,Overall,235,228,7,4,17,11
152227,Pole Star Transport Incorporated,2016,Full-Time,Provincial,New Brunswick,Overall,142,130,12,0,11,1
152286,Pole Star Transport Incorporated,2016,Part-Time,Provincial,Nova Scotia,Overall,10,10,0,1,1,0
152291,Pole Star Transport Incorporated,2016,Part-Time,Provincial,New Brunswick,Overall,1,1,0,0,0,0
152346,Polymer Distribution Inc.,2016,Full-Time,Provincial,Ontario,Overall,115,91,24,2,3,12
152408,Polymer Distribution Inc.,2016,Part-Time,Provincial,Ontario,Overall,5,4,1,0,0,1
152466,Porter Airlines Inc.,2016,Full-Time,Provincial,Ontario,Overall,992,597,395,4,15,268
152569,Porter Airlines Inc.,2016,Part-Time,Provincial,Ontario,Overall,212,85,127,0,4,51
152636,Premier Aviation (Inactive),2016,Full-Time,Provincial,Québec,Overall,279,233,46,8,1,12
152726,Premier Aviation Quebec inc.,2016,Full-Time,Provincial,Québec,Overall,120,104,16,3,0,6
152800,Presidents Choice Bank,2016,Full-Time,Provincial,Ontario,Overall,179,92,87,0,0,80
152891,Primus Management ULC.,2016,Full-Time,Provincial,Ontario,Overall,246,155,91,2,6,97
152932,Primus Management ULC.,2016,Full-Time,Provincial,New Brunswick,Overall,100,32,68,1,1,4
153007,Primus Management ULC.,2016,Part-Time,Provincial,Ontario,Overall,2,1,1,0,0,1
153012,Primus Management ULC.,2016,Part-Time,Provincial,New Brunswick,Overall,1,0,1,0,0,0
153075,Prince Rupert Grain Ltd.,2016,Full-Time,Provincial,British Columbia,Overall,132,113,19,24,2,14
153173,Provincial Aerospace Ltd.,2016,Full-Time,Provincial,Newfoundland and Labrador,Overall,674,434,240,44,23,27
153231,Provincial Aerospace Ltd.,2016,Part-Time,Provincial,Newfoundland and Labrador,Overall,26,8,18,7,0,2
153297,Purolator Inc.,2016,Full-Time,Provincial,Ontario,Overall,3487,2837,650,86,67,973
153354,Purolator Inc.,2016,Full-Time,Provincial,Québec,Overall,1586,1390,196,18,16,119
153407,Purolator Inc.,2016,Full-Time,Provincial,Nova Scotia,Overall,136,124,12,5,4,6
153440,Purolator Inc.,2016,Full-Time,Provincial,New Brunswick,Overall,365,189,176,10,4,5
153485,Purolator Inc.,2016,Full-Time,Provincial,Manitoba,Overall,240,208,32,13,7,45
153534,Purolator Inc.,2016,Full-Time,Provincial,British Columbia,Overall,461,358,103,9,11,190
153583,Purolator Inc.,2016,Full-Time,Provincial,Saskatchewan,Overall,210,179,31,8,7,15
153628,Purolator Inc.,2016,Full-Time,Provincial,Alberta,Overall,880,665,215,34,15,204
153677,Purolator Inc.,2016,Full-Time,Provincial,Newfoundland and Labrador,Overall,60,56,4,1,1,0
154099,Purolator Inc.,2016,Part-Time,Provincial,Ontario,Overall,926,694,232,25,20,318
154124,Purolator Inc.,2016,Part-Time,Provincial,Québec,Overall,377,305,72,3,4,50
154137,Purolator Inc.,2016,Part-Time,Provincial,Nova Scotia,Overall,50,34,16,1,0,5
154150,Purolator Inc.,2016,Part-Time,Provincial,New Brunswick,Overall,95,30,65,1,1,4
154167,Purolator Inc.,2016,Part-Time,Provincial,Manitoba,Overall,82,70,12,6,1,36
154184,Purolator Inc.,2016,Part-Time,Provincial,British Columbia,Overall,210,158,52,8,1,112
154201,Purolator Inc.,2016,Part-Time,Provincial,Saskatchewan,Overall,30,23,7,2,1,5
154222,Purolator Inc.,2016,Part-Time,Provincial,Alberta,Overall,149,95,54,2,3,68
154235,Purolator Inc.,2016,Part-Time,Provincial,Newfoundland and Labrador,Overall,20,20,0,0,0,0
154421,Q-Line Trucking Ltd.,2016,Full-Time,Provincial,Saskatchewan,Overall,203,175,28,9,4,17
154483,Q-Line Trucking Ltd.,2016,Part-Time,Provincial,Saskatchewan,Overall,12,10,2,0,1,0
154541,Quik X Transportation Inc.,2016,Full-Time,Provincial,Ontario,Overall,151,76,75,1,5,42
154644,Quik X Transportation Inc.,2016,Part-Time,Provincial,Ontario,Overall,4,1,3,1,0,2
154707,Radio-Onde Inc.,2016,Full-Time,Provincial,Québec,Overall,123,82,41,0,0,10
154769,Radio-Onde Inc.,2016,Part-Time,Provincial,Québec,Overall,20,8,12,0,0,0
154823,Rawlco Radio Ltd.,2016,Full-Time,Provincial,Saskatchewan,Overall,142,83,59,6,8,3
154881,Rawlco Radio Ltd.,2016,Part-Time,Provincial,Saskatchewan,Overall,7,3,4,0,0,0
154951,Raytheon Canada Limited (The North Warning System),2016,Full-Time,Provincial,Ontario,Overall,98,75,23,16,4,6
154993,Raytheon Canada Limited (The North Warning System),2016,Part-Time,Provincial,Ontario,Overall,3,3,0,0,0,0
155031,Raytheon Canada Limited (The North Warning System),2016,Temporary,Provincial,Ontario,Overall,13,7,6,6,0,2
155105,Richardson International Limited,2016,Full-Time,Provincial,Ontario,Overall,117,111,6,1,0,2
155142,Richardson International Limited,2016,Full-Time,Provincial,Manitoba,Overall,643,421,222,24,6,75
155195,Richardson International Limited,2016,Full-Time,Provincial,British Columbia,Overall,120,112,8,2,0,12
155236,Richardson International Limited,2016,Full-Time,Provincial,Saskatchewan,Overall,523,383,140,8,7,12
155285,Richardson International Limited,2016,Full-Time,Provincial,Alberta,Overall,329,242,87,9,4,11
155429,Richardson International Limited,2016,Part-Time,Provincial,Manitoba,Overall,7,0,7,0,0,0
155446,Richardson International Limited,2016,Part-Time,Provincial,Saskatchewan,Overall,4,1,3,0,0,0
155459,Richardson International Limited,2016,Part-Time,Provincial,Alberta,Overall,12,2,10,1,0,0
155526,"Rio Tinto Alcan, Installations Portuaires",2016,Full-Time,Provincial,Québec,Overall,128,121,7,2,4,0
155600,RNC MEDIA INC.,2016,Full-Time,Provincial,Québec,Overall,162,102,60,1,3,3
155650,RNC MEDIA INC.,2016,Part-Time,Provincial,Québec,Overall,13,6,7,0,1,0
155752,Rogers Communications Inc.,2016,Full-Time,Provincial,Ontario,Overall,15176,9422,5754,96,261,5363
155833,Rogers Communications Inc.,2016,Full-Time,Provincial,Québec,Overall,2130,1247,883,18,25,632
155898,Rogers Communications Inc.,2016,Full-Time,Provincial,Nova Scotia,Overall,88,61,27,2,3,6
155951,Rogers Communications Inc.,2016,Full-Time,Provincial,New Brunswick,Overall,994,628,366,13,25,27
155996,Rogers Communications Inc.,2016,Full-Time,Provincial,Manitoba,Overall,94,58,36,4,0,11
156041,Rogers Communications Inc.,2016,Full-Time,Provincial,British Columbia,Overall,1069,620,449,12,17,418
156122,Rogers Communications Inc.,2016,Full-Time,Provincial,Alberta,Overall,585,390,195,9,12,90
156191,Rogers Communications Inc.,2016,Full-Time,Provincial,Newfoundland and Labrador,Overall,161,116,45,4,1,2
156732,Rogers Communications Inc.,2016,Part-Time,Provincial,Ontario,Overall,1514,915,599,10,19,592
156777,Rogers Communications Inc.,2016,Part-Time,Provincial,Québec,Overall,456,223,233,1,3,160
156786,Rogers Communications Inc.,2016,Part-Time,Provincial,Nova Scotia,Overall,39,20,19,0,3,8
156799,Rogers Communications Inc.,2016,Part-Time,Provincial,New Brunswick,Overall,56,36,20,0,2,4
156808,Rogers Communications Inc.,2016,Part-Time,Provincial,Manitoba,Overall,65,47,18,4,1,27
156817,Rogers Communications Inc.,2016,Part-Time,Provincial,British Columbia,Overall,250,142,108,2,2,107
156838,Rogers Communications Inc.,2016,Part-Time,Provincial,Alberta,Overall,192,133,59,1,2,66
156855,Rogers Communications Inc.,2016,Part-Time,Provincial,Newfoundland and Labrador,Overall,21,13,8,0,1,2
157036,Rogers Foods Ltd.,2016,Full-Time,Provincial,British Columbia,Overall,132,109,23,4,3,15
157090,Rogers Foods Ltd.,2016,Part-Time,Provincial,British Columbia,Overall,4,1,3,0,0,2
157128,Rosedale Transport Limited,2016,Full-Time,Provincial,Ontario,Overall,316,265,51,4,7,85
157157,Rosedale Transport Limited,2016,Full-Time,Provincial,Québec,Overall,103,97,6,0,1,7
157216,Rosedale Transport Limited,2016,Part-Time,Provincial,Ontario,Overall,25,22,3,0,0,6
157225,Rosedale Transport Limited,2016,Part-Time,Provincial,Québec,Overall,2,1,1,0,0,1
157288,Rosenau Transport Ltd.,2016,Full-Time,Provincial,Alberta,Overall,486,390,96,21,23,55
157432,Rosenau Transport Ltd.,2016,Part-Time,Provincial,Alberta,Overall,17,11,6,0,1,5
157503,Royal Bank of Canada,2016,Full-Time,Provincial,Ontario,Overall,24917,11355,13562,188,965,10367
157540,Royal Bank of Canada,2016,Full-Time,Provincial,Québec,Overall,4872,1994,2878,23,176,1045
157577,Royal Bank of Canada,2016,Full-Time,Provincial,Nova Scotia,Overall,934,320,614,14,70,113
157614,Royal Bank of Canada,2016,Full-Time,Provincial,New Brunswick,Overall,1027,379,648,13,50,46
157647,Royal Bank of Canada,2016,Full-Time,Provincial,Manitoba,Overall,1428,549,879,87,90,364
157684,Royal Bank of Canada,2016,Full-Time,Provincial,British Columbia,Overall,4017,1565,2452,91,176,1508
157721,Royal Bank of Canada,2016,Full-Time,Provincial,Saskatchewan,Overall,665,229,436,27,43,78
157754,Royal Bank of Canada,2016,Full-Time,Provincial,Alberta,Overall,2609,890,1719,57,122,621
157791,Royal Bank of Canada,2016,Full-Time,Provincial,Newfoundland and Labrador,Overall,224,69,155,10,14,10
158137,Royal Bank of Canada,2016,Part-Time,Provincial,Ontario,Overall,1634,215,1419,24,84,462
158166,Royal Bank of Canada,2016,Part-Time,Provincial,Québec,Overall,843,139,704,5,56,196
158199,Royal Bank of Canada,2016,Part-Time,Provincial,Nova Scotia,Overall,190,31,159,7,11,27
158224,Royal Bank of Canada,2016,Part-Time,Provincial,New Brunswick,Overall,116,10,106,2,10,5
158241,Royal Bank of Canada,2016,Part-Time,Provincial,Manitoba,Overall,282,35,247,24,11,68
158262,Royal Bank of Canada,2016,Part-Time,Provincial,British Columbia,Overall,845,107,738,29,44,246
158287,Royal Bank of Canada,2016,Part-Time,Provincial,Saskatchewan,Overall,211,15,196,11,7,33
158308,Royal Bank of Canada,2016,Part-Time,Provincial,Alberta,Overall,611,57,554,19,25,175
158333,Royal Bank of Canada,2016,Part-Time,Provincial,Newfoundland and Labrador,Overall,55,6,49,3,1,3
158579,Ryder Truck Rental Canada Ltd.,2016,Full-Time,Provincial,Ontario,Overall,450,381,69,13,6,98
158625,Ryder Truck Rental Canada Ltd.,2016,Part-Time,Provincial,Ontario,Overall,7,1,6,0,0,3
158683,S.G.T. 2000 Inc.,2016,Full-Time,Provincial,Québec,Overall,290,257,33,5,14,26
158790,Safeco Driver Services Inc.,2016,Full-Time,Provincial,Ontario,Overall,100,75,25,2,0,0
158808,Safeco Driver Services Inc.,2016,Part-Time,Provincial,Ontario,Overall,7,5,2,0,0,0
158858,Sander Geophysics Limited,2016,Full-Time,Provincial,Ontario,Overall,120,101,19,1,1,20
158916,Sander Geophysics Limited,2016,Part-Time,Provincial,Ontario,Overall,7,3,4,0,0,0
158986,Saskatchewan Transportation Company (Inactive),2016,Full-Time,Provincial,Saskatchewan,Overall,178,134,44,20,8,11
159117,Saskatchewan Transportation Company (Inactive),2016,Part-Time,Provincial,Saskatchewan,Overall,32,19,13,5,2,6
159192,Schneider National Carriers Canada,2016,Full-Time,Provincial,Ontario,Overall,260,237,23,6,6,37
159255,Schneider National Carriers Canada,2016,Part-Time,Provincial,Ontario,Overall,1,0,1,0,0,0
159302,Scoular Canada Ltd.,2016,Full-Time,Provincial,Manitoba,Overall,107,91,16,2,1,5
159335,Scoular Canada Ltd.,2016,Full-Time,Provincial,Saskatchewan,Overall,107,73,34,0,1,35
159377,Scoular Canada Ltd.,2016,Part-Time,Provincial,Saskatchewan,Overall,2,1,1,0,0,0
159423,Seaboard Liquid Carriers Limited,2016,Full-Time,Provincial,Québec,Overall,109,89,20,0,6,3
159452,Seaboard Liquid Carriers Limited,2016,Full-Time,Provincial,Alberta,Overall,111,99,12,3,8,2
159538,Seaspan ULC,2016,Full-Time,Provincial,British Columbia,Overall,535,458,77,15,11,41
159665,Seaspan ULC,2016,Part-Time,Provincial,British Columbia,Overall,10,4,6,0,1,4
159744,Secunda Canada LP,2016,Full-Time,Provincial,Nova Scotia,Overall,85,80,5,8,0,2
159812,Securiguard Services Ltd.,2016,Full-Time,Provincial,British Columbia,Overall,734,586,148,39,6,263
159817,Securiguard Services Ltd.,2016,Full-Time,Provincial,Alberta,Overall,123,96,27,8,0,41
159837,Securiguard Services Ltd.,2016,Part-Time,Provincial,British Columbia,Overall,686,566,120,15,14,471
159842,Securiguard Services Ltd.,2016,Part-Time,Provincial,Alberta,Overall,72,63,9,0,0,39
159890,Securitas Transport Aviation Security Ltd.,2016,Full-Time,Provincial,Québec,Overall,975,557,418,12,0,293
